,News,All,SVO
0,20150910_841,《期貨》12:00近月紐約高級銅每磅2.43美分，跌0.00美分或-0.21%《期貨》12:00近月紐約高級銅每磅2.43美分，跌0.00美分或-0.21%。免責聲明：本文所載資料僅供參考，並不構成投資建議，鉅亨網對該資料或使用該資料所導致的結果概不承擔任何責任。該資訊若與事實不符，應以商品原交易所之公佈為主。,"[['導致結果', '承擔', '任何責任']]"
0,20150910_842,《股市》12:00台期指09 報8267.00點，跌-67.00點或-0.80%《股市》12:00台期指09 報8267.00點，跌-67.00點或-0.80%。免責聲明：本文所載資料僅供參考，並不構成投資建議，鉅亨網對該資料或使用該資料所導致的結果概不承擔任何責任。該資訊若與事實不符，應以商品原交易所之公佈為主。,"[['09', '報', '8267.00點'], ['導致結果', '承擔', '任何責任']]"
0,20150910_843,"繼杭州亞運后 國際核電大會即將召開或成市場熱點“第二屆國際核電運維大會（INPOM2015）”將於2015年9月16日-17日在上海盛大召開。據悉，本次運維大會將齊聚中國所有核電站業主單位探討核電運營維護話題。目前，我國投入商業運行的核電機組共23臺，而陸續將有26臺在建機組也將投入商運，隨著在役核電站的增加，(,)站運營維護市場的發展必將成為未來趨勢。另據報導，新華社記者從多方了解到，按照“十三五”規劃，到2020年，我國運行核電裝機容量將達到5800萬千瓦，在建3000萬千瓦。10多個省份提出要發展核電，目前已完成初步可行性研究報告審查的廠址有31個。","[['運維大會', '齊聚', '業主單位'], ['我國', '投入', '商業運行'], ['陸續', '有', '在建機組投入商運'], ['在建機組', '投入', '商運'], ['運營市場發展', '成爲', '未來趨勢'], ['新華社記者', '瞭解到', '運行核電裝機容量達到5800萬千瓦'], ['我國', '運行', '核電'], ['運行核電裝機容量', '達到', '5800萬千瓦'], ['10多個省份', '提出', '發展核電'], ['可行性研究報告審查廠址', '有', '31個']]"
0,20150910_844,萬旭電業8月營收1.34億元年減23.01% 1— 8月達10.75億元萬旭電業()2015年 8月營收資料(單位:千元),[]
0,20150910_845,燦星旅8月營收3.08億元年減14.92% 1— 8月達22.49億元燦星旅()2015年 8月營收資料(單位:千元),[]
0,20150910_846,歐盟推配額 東歐多國反對 難民危機恐加劇撕裂歐洲「前線國」匈牙利已到臨界點，經常出現警察攔截難民的場面。  圖片來源：香港文匯報歐盟委員會主席容克昨(9)日在歐洲議會發表首份「國情咨文」時，倡議強制歐盟成員國按特定比例安置歐陸以敘利亞人為主的16萬名難民，以及設立永久重新分配機制以應對今後的難民危機。其建議將於下周一(14日)在布魯塞爾召開的歐盟內政部長會議上議決。計劃必須贏得大多數歐盟成員國政府批准才能落實。不過，東歐多國反對歐盟的難民配額政策，歐盟主席圖斯克稱「難民危機恐加劇歐洲東西分裂」。香港《明報》綜合外媒報導，在法國斯特拉斯堡歐洲會議的80分鐘發言上，容克(Jean-Claude Juncker)表示其方案是解決歐洲難民危機的「迅速、果斷、全面」做法。他主張把現時滯留於意大利、希臘和匈牙利的60%難民，在兩年間重新安置到另外22個歐盟成員國，分配比例依據各國國內生產總值、人口、失業率、政治庇護程序釐訂，拒絕接收難民的國家須面對財務懲罰。根據容克建議，德國、法國與西班牙將收容最多難民，依次約為3萬、2.4萬和1.5萬人。歐盟委員會將承擔7.8億(67億港元)難民開支，各國每收容一人可獲6000，意大利、希臘與匈牙利每負責一名難民前往分配國的交通費，可獲500。歐盟還將增加撥款，援助湧現危機的中東、北非國家。方案同時列明，倘移民來自非戰亂的「安全國家」，如土耳其和巴爾幹國家，便不合「難民」資格，會被遣返。容克說﹕「歐洲如今是中東人擺脫戰亂與壓迫的希望島，這是值得自豪而非懼怕的事。」他指出，當前危機關乎人性和人類尊嚴，「歐洲不能容納世界上所有的痛苦是事實，可是我們必須權衝輕重」。英國、丹麥和愛爾蘭因並非歐洲共同政治庇護機制參與國，可自行選擇是否加入接收被難民行列。英國首相卡梅倫日前稱英國可在5年內接收2萬名敘利亞人，引起國內輿論質疑他在難民問題上缺乏承擔，他昨日在下議院首相答問環節上稱改口稱英國首年接收難民數目「沒有限制」，但唐寧街消息稱英國會維持接收2萬人的上限。容克今年5月曾推動分擔4萬名滯留希臘與意大利難民的強制性協議，但在6月被推倒，惟歐盟外交官說，歐洲各國如今在這個問題上的政治風向有顯著轉變。容克連日致電各國游說，但捷克、斯洛伐克、波蘭與羅馬尼亞仍反對強制配額機制。難民問題遍及整個歐洲。北歐挪威今年便收到1.6萬份政治庇護申請，較去年同期多39%。經營酒店集團的挪威富翁斯托達倫(Petter Stordalen)周二表示，旗下集團可為難民提供5000晚住宿連膳食。挪威移民局表示，假如官方中心不敷應用，將考慮他的施予。然而，新計劃遭到捷克、波蘭和斯洛伐克等東歐國家反對。香港《文匯報》綜合外電消息，將在10月出戰波蘭大選的在野黨「法律公義黨」總理候選人施德露表示，波蘭政府不應在歐盟壓力下接收難民。斯洛伐克外長萊恰克雖然認同容克的計劃有可取之處，但表明該國不會同意任何難民配額制。湧往歐洲的難民持續增加。聯合國難民署前日表示，匈牙利在未來10天或有4.2萬難民經塞爾維亞湧入，估計今年將有40萬難民經海路到達歐洲，明年人數更可能超過45萬。 (接下頁)圖片來源：香港明報《明報》分析指，在今次難民潮中，若德國贏盡道德光環，那麼醜角必然是匈牙利等前共產國家莫屬。匈牙利一名攝影師故意絆倒難民一幕，似乎也符合這觀感。敘利亞小童伏屍沙灘的照片似乎未打動東歐輿論，他們也最抗拒強制難民配額計劃。捷克最近一個民調便發現，44%受訪者仍認為政府不應再花一分一毫在難民身上；斯洛伐克總理更聲言該國只接收基督徒難民。不少人都會疑惑，為何這些經歷過共產政權迫害的國家對其他受迫害者會如此無情？不少歐洲人認為東歐國家受惠於歐盟，現在也應盡責任。一名德國官員最近便向英國《獨立報》說：「東歐迄今一直受惠於年輕人可自由遷移及投資的好處，現在對於歐洲如何處理這場人道危機，他們也要適當參與。」但在東歐眼中，這恐怕並非事實之全部。東歐國家1989年後多經歷痛苦改革，他們以為加入歐盟會一片光明，但卻換來失望，感到被歐盟出賣。以移民為例，歐盟國民可自由遷移，但富裕西歐國家一直憂慮東歐窮國移民搶飯碗搶福利。英國針對匈牙利和羅馬尼亞提出限制移民，卡梅倫去年更跟波蘭政要掀隔空罵戰。根據Eurostat今年初調查，東歐國家對非歐盟移民態度較負面。雖然德國持正面態度者只有38%，遠低於瑞典；但值得注意的是，跟去年秋同樣調查相比，持正面態度者增加了9個百分點，增幅是28國最大的。有論者指出，德國歡迎難民跟該國人口老化有關，但東歐亦面對相同問題﹕匈牙利到2030年人口將減少5.8%；人口研究所Infostat最近指出，斯洛伐克人口迅速老化，社會要準備融合更多外國人口。不過，東歐國家不像德國已有接收穆斯林移民的經驗，也不將難民潮視為解決人口老化問題的機會，反而更感到生存受威脅。對東歐國家來說，這次難民潮性質根本跟歐洲過往難民潮不同，反而更像1529年鄂圖曼帝國蘇萊曼一世大軍兵臨維也納的一幕。可是，「恐回」並不是東歐專利。《金融時報》歐洲版主編巴伯(Tony Barber)便稱，西歐無權嘲笑東歐對難民的敵意，因為西歐近年何嘗又不是恐懼伊斯蘭？他舉例說，瑞士2009年投票禁止清真寺的叫拜樓，法國多年來為國內穆斯林移民第二代發愁，現在更沒有國家再提土耳其加入歐盟。歐盟主席圖斯克稱難民危機恐加劇歐洲東西分裂。要阻止這變成歐洲分裂危機，恐怕並非單單站在道德高地上要東歐接受難民便可了事。應對難民危機新計劃安置方面●16萬名身處希臘(6.64萬)、匈牙利(5.4萬)和意大利(3.96萬)的難民，未來兩年將安置在歐盟各成員國(英國、愛爾蘭和丹麥除外)，德國和法國將接收最多難民。●各國每接收1名難民將獲6000(約51.8萬港元)補助，希匈意每轉移一名難民可獲500(約4319港元)交通費補助，預計歐盟為此支付約7.8億(約67.4億港元)。各國在有合理和客觀理由下可提出一年豁免，但要支付相當於國內生產總值(GDP)0.002%的金額補償。●建立永久安置機制，改善《都柏林協議》，未來一旦某成員國進入緊急狀態，可由其他歐盟國分擔申請庇護人士。設立熱點●參與安置計劃的歐盟國家需設立稱為「熱點」的接待中心，以核實難民身份和進行指紋登記，以保證他們不會在其他歐盟國申請庇護。意大利和希臘已同意設立，但匈牙利反對。加快遣返●將阿爾巴尼亞、波斯尼亞和黑塞哥維那、科索沃、馬其頓、塞爾維亞、黑山和土耳其列為「安全國家」，來自這些地區的人若在歐盟申請庇護，將有較大機會被遣返。另透過促進自願遣返等措施，加快將不合庇護資格的移民遣返回國。邊境巡邏●加強歐洲邊界管理署(Frontex)的角色，負責歐洲邊境和海岸防衛的全面運作，預料年底前會有重大動作。對外援助●為非洲國家設立18億(約155億港元)緊急信託基金，為南撒哈拉地區和東北非國家提供經濟援助，及改善移民管理效率，資金將來自歐盟預算和其他國家的自願捐款。 資料來源：香港文匯報 圖片來源：香港明報,"[['前線國匈牙利', '到', '臨界點'], ['歐洲議會', '發表', '首份國情諮文'], ['歐盟成員國', '安置', '16萬名難民'], ['東歐多國', '反對', '難民配額政策'], ['歐盟主席圖斯克', '稱', '歐洲東西分裂'], ['JunckerClaude', '表示', '其方案是迅速做法'], ['其方案', '是', '迅速做法'], ['其方案是迅速做法', '解決', '歐洲難民危機'], ['他', '主張', '60%難民'], ['，', '拒絕', '接收難民'], ['拒絕接收難民國家', '面對', '財務懲罰'], ['德國', '收容', '最多難民'], ['歐盟委員會', '承擔', '67億港元難民開支'], ['收容一人', '獲', '6000'], ['一名難民', '前往', '一名難民'], ['前往一名難民', '分配', '國'], ['分配國交通費', '獲', '500'], ['歐盟', '增加', '撥款'], ['援助中東國家', '湧現', '危機'], ['移民', '來自', '安全國家'], ['巴爾幹國家', '不合', '難民資格'], ['容克', '說', '歐洲是希望島'], ['歐洲', '是', '希望島'], ['中東人', '擺脫', '戰亂'], ['中東人', '擺脫', '戰亂'], ['這', '是', '值得自豪事'], ['他', '指出', '我們權衝'], ['當前危機', '關乎', '人性'], ['歐洲', '容納', '所有痛苦'], ['歐洲容納所有痛苦', '是', '事實'], ['英國因', '並非', '共同政治庇護機制參與國'], ['共同政治庇護機制', '參與', '國'], ['卡梅倫', '稱', '英國'], ['他', '缺乏', '承擔'], ['首年', '接收', '難民'], ['唐寧街消息', '稱', '英國維持2萬人上限'], ['英國', '維持', '2萬人上限'], ['容克', '推動', '分擔強制性協議'], ['4萬名', '滯留', '希臘'], ['惟歐盟外交官', '說', '政治風向有顯著轉變'], ['政治風向', '有', '顯著轉變'], ['容克致電各國', '遊說', '捷克反對配額機制'], ['捷克', '反對', '配額機制'], ['難民問題', '遍及', '整個歐洲'], ['北歐挪威', '收到', '庇護申請'], ['挪威富翁斯托達倫', '表示', '旗下集團提供連膳食'], ['旗下集團', '提供', '連膳食'], ['挪威移民局', '表示', '考慮他施予'], ['官方中心', '敷', '應用'], ['新計劃', '遭到', '等捷克反對'], ['總理候選人施德露', '表示', '波蘭政府接收難民'], ['波蘭政府', '接收', '難民'], ['斯洛伐克外長萊恰克', '認同', '容克計劃'], ['該國', '同意', '難民配額制'], ['聯合國難民署', '表示', '匈牙利有4.2萬難民湧入'], ['匈牙利', '有', '4.2萬難民湧入'], ['難民經海路', '到達', '歐洲'], ['明年人數', '超過', '45萬'], ['香港明報《明報分析', '指', '丑角是共產國家莫屬'], ['德國', '贏', '道德光環'], ['丑角', '是', '共產國家莫屬'], ['一名攝影師', '絆倒', '難民一幕'], ['敘利亞小童伏屍沙灘照片', '打動', '東歐輿論'], ['他們', '抗拒', '強制難民配額計劃'], ['受訪者', '發現', '在'], ['該國', '接收', '基督徒難民'], ['不少人', '疑惑', '無情'], ['這些', '經歷', '共產政權迫害'], ['不少歐洲人', '認爲', '東歐國家受惠'], ['東歐國家', '受惠於', '歐盟'], ['東歐', '受惠於', '年輕人遷移好處'], ['這', '並非', '事實全部'], ['東歐國家', '經歷', '痛苦改革'], ['他們', '以爲', '加入一片光明'], ['西歐國家', '憂慮', '搶飯碗'], ['英國', '提出', '限制移民'], ['卡梅倫', '掀', '罵戰'], ['德國', '持', '正面'], ['德國', '持', '正面'], ['德國持正面態度者', '只有', '38%'], ['值得注意的', '是', '正面態度者增加'], ['增幅', '是', '最大的'], ['論者', '指出', '東歐面對相同問題'], ['東歐', '面對', '相同問題'], ['匈牙利', '減少', '5.8%'], ['人口研究所Infostat', '指出', '斯洛伐克人口老化'], ['社會', '準備', '融合外國人口'], ['東歐國家', '像', '德國已有接收穆斯林移民經驗'], ['德國', '已有', '接收穆斯林移民經驗'], ['生存', '受', '威脅'], ['恐回', '不是', '東歐專利'], ['主編巴伯Tony Barber', '稱', '西歐嘲笑對敵意'], ['西歐', '嘲笑', '對敵意'], ['西歐', '不是', '恐懼'], ['土耳其', '加入', '歐盟'], ['這', '變成', '歐洲分裂危機'], ['東歐', '接受', '難民'], ['身處希臘6.64萬方面難民', '安置在', '各成員國英國'], ['德國', '接收', '最多難民'], ['各國', '接收', '1名'], ['每', '接收', '1名'], ['各國接收1名難民', '獲', '約51.8萬港元補助'], ['歐盟', '支付', '67.4億港元'], ['各國', '提出', '一年豁免'], ['支付', '相當於', '生產總值GDP金額補償'], ['某成員國', '進入', '緊急狀態'], ['庇護', '設立', '熱點'], ['●', '參與', '安置計劃'], ['歐盟國家', '設立', '接待中心'], ['歐盟國家', '設立以', '保證他們申請庇護'], ['歐盟國家設立接待中心', '稱爲', '熱點'], ['他們', '申請', '庇護'], ['意大利', '同意', '設立'], ['，', '來自', '這些地區'], ['來自這些地區人', '申請', '庇護'], ['透過', '促進', '遣返'], ['將', '不合', '庇護資格'], ['巡邏', '加強', '歐洲邊界管理署Frontex角色'], ['資金', '自', '自願捐款']]"
0,20150910_847,理財小秘書隨行！北富銀行動銀行App推「訊息通知」服務富邦金()旗下台北富邦銀行「台北富邦行動銀行APP」全面更新，提供功能選單分類和功能名稱一致化，整體設計更加人性，宛如理財小秘書隨行，繼改版推出至目前台北富邦行動銀行已超過20萬名客戶在使用，相較去年成長率更高達53%。台北富邦網路銀行改版上線大獲好評並獲得「亞洲銀行家」雜誌頒發「2015台灣地區最佳網路銀行」之後，為提供給客戶一致性的操作體驗，台北富邦行動銀行App近期全新推出「訊息通知」功能，客戶可依個人需求選擇想要收到的通知項目，包括:優惠/權益通知、刷卡消費通知、帳務通知、到價通知、網銀/行銀登入通知等五項。其中刷卡消費通知提供客戶刷卡消費後即可收到消費推播通知，讓客戶刷卡消費能更加安心。另外客戶設定收取帳務通知後，往後薪水入帳、獎金入帳或ATM提款、基金扣款等帳戶異動時，皆能收到貼心訊息提醒，客戶不需時時查詢帳戶即能輕鬆掌握帳戶資金往來資訊。,"[['臺北富邦行動銀行', '超過', '20萬名'], ['去年成長率', '高達', '53%'], ['臺北富邦行動銀行App', '推出', '訊息通知功能'], ['客戶', '選擇', '通知項目'], ['客戶選擇通知項目', '想要', '收到'], ['刷卡消費通知', '收到', '推播通知'], ['客戶', '設定', '帳務通知'], ['客戶', '不需', '查詢帳戶']]"
0,20150910_848,F-康友營運擁雙引擎 8月營收衝頂深耕中國大輸液市場的F-康友()8月受到季節性帶動及高單價的療型輸液占比提升，在雙引擎推升下，單月營收達營收3.74億元，月增2%，年增4.1%，創下歷史單月新高，隨著中國新農合政策補助逐年提高，帶動農村大型輸液需求維持1成以上的成長，法人估計下半年營收、獲利均可望優於上半年，全年每股盈餘將挑戰15元。F-康友的主要產品為大型輸液與原料藥，營收占比約為8：2，在新農合政策持續下，成長動能可期，其中以輸液為例，根據中商情報網估計，大陸大輸液需求量連年成長，從2015年到2019年，其年需求量將從112億瓶成長到142億瓶，其市場規模也將從270億，提高到328億。F-康友表示，中國政府最近幾年實施新農合政策，持續加大對農村醫院的建置，提高醫療補助及醫療的普及，即使中國製造業成長受到全球景氣影響而下滑，專家普遍預估，中國的醫療市場仍將逆勢成長，尤其在農村經濟的帶動下，縣以及縣級以下醫院的醫療成長，甚至將高於沿海地區。目前F-康友的營運主體六安華源製藥，專注於大陸縣以及縣級以下醫院，並延伸至經銷伙伴，目前中國大陸除西藏、青海、甘肅、內蒙古及海南外，都有經銷網絡。F-康友為了因應農村醫藥市場成長的需求，已經著手擴充輸液生產線。將新增軟袋輸液生產線2條，塑瓶輸液生產線4條，未來軟袋產能將提高一倍，塑瓶產能則將提高兩倍。在產品線開拓上，也已經開發多種治療性塑瓶大輸液，預計在明年6月取得生產許可。F-康友指出，為因應中國政府對質量的要求，公司產品都有新版藥品GMP認證。同時在原料藥上，增加毛利高的生產品項，例如急救用藥尼可刹米，為提高營運效益，計畫透過併購上游包材與下游通路，同時衝刺產量與毛利，拉高獲利動能。,"[['營收衝頂', '深耕', '輸液市場'], ['深耕輸液市場F-康友', '受到', '季節性帶動'], ['3.74億元收', '創下', '歷史單月新高'], ['大型輸液需求', '維持', '1成以上成長'], ['營收', '望優於', '上半年'], ['主要產品', '爲', '大型輸液'], ['營收佔比', '爲', '8'], ['其年需求量', '成長到', '142億瓶'], ['F康友', '表示', '中國政府實施新農合政策'], ['中國政府', '實施', '新農合政策'], ['中國製造業成長', '受到', '全球景氣影響'], ['專家', '預估', '醫療市場成長'], ['醫療成長', '高於', '沿海地區'], ['營運主體六安華源製藥', '專注於', '大陸縣'], ['中國大陸', '有', '經銷網絡'], ['F康友', '指出', '公司產品有新版藥品GMP認證'], ['公司產品', '有', '新版藥品GMP認證']]"
0,20150910_849,iPhone6S雷大雨小？非蘋趁機反攻 宏達電領軍漲蘋果在台灣時間今(10)日凌晨1時點舉辦秋季新品發表會，一口氣推出Apple TV、iPad Pro及外界高度關注的iPhone 6S與 iPhone 6S Plus，但美股蘋果股價卻是收黑，熱騰騰出爐的新機喝采聲不如預期，非蘋陣營今日表現相較走弱的蘋概股強勢，由宏達電()領軍上攻，延續反彈強勢，盤中漲幅3.89%，激勵供應鏈位速()盤中攻上漲停，非蘋陣營零組件股包括閎暉()、美律()、毅嘉()等同步上揚。在蘋果發表會前，全球果粉、法人及投資人都高度關切蘋果會端出什麼驚喜，尤其是iPhone 6S、iPhone 6S Plus在正式亮相前，各種規格、顏色功能傳聞滿天飛，結果出爐，竟然與外傳相差不遠，新增玫瑰金新色之外，3D Touch功能及相機功能大進化，前相機畫素增達1200萬畫素，支援4K錄影，但尺寸相同，外觀也幾乎不變。蘋果新產品發表，iPhone 6S和iPhone 6S Plus正式亮相，但是蘋果股價卻是下跌，外電報導指出，投資人對蘋果新品不領情，股價以110.15美元收盤，下跌2.16美元，下跌1.92%。蘋果iPhone 6S新機魅力減，讓去年來一路被壓著打的非蘋陣營打了一劑強心針，宏達電連日來持續反彈，早盤雖以53.5元小黑開出，但在買盤進駐下股價急拉翻紅，一度拉升至57.4元，一度漲幅達6.49%，盤中出現震盪漲幅3.89%；宏達電強漲，激勵位速、閎暉、美律、毅嘉也是上漲。,"[['非蘋趁機', '反攻', '宏達電領軍漲蘋果舉辦新品發表會'], ['宏達電領軍漲蘋果', '舉辦', '新品發表會'], ['新機', '喝', '熱騰騰出爐'], ['新機', '喝', '熱騰騰出爐'], ['新機喝熱騰騰出爐采聲', '不如', '預期'], ['非蘋陣營零組件股', '包括', '等)閎暉上揚'], ['全球果粉', '關切', '出什麼驚喜'], ['前相機畫素', '增達', '1200萬畫素'], ['一度漲幅', '達', '6.49%'], ['激勵位速', '也是', '上漲']]"
0,20150910_850,高鐵拚財改求生 小股東砲轟沒領過股利還減資沒良心高鐵()今(10)日召開臨時股東會表決財改案，會中提出7大財改討論事項，由於股東出席率達80%，議案過半數即可通過，若今日臨時股東會通過財改案，高鐵最快12月可調降票價，不過，會議才開始即面臨小股東砲聲隆隆，抱怨從來沒領過股利還要被減資。此次臨時股東會報告事項有2，分別為高鐵財務解決方案主要內容及執行進度、特別股股本收回情形，同時還有8項討論事項，其中，除了董事競業條款限制，其他7案都有關財改，包括為執行高鐵財務解決方案延長特許年期案、處理累積未付特別股股息補償案、辦理普通股減資彌補虧損案、辦理私募普通股增資案、修訂「公司章程」案、終止「台灣南北高速鐵路站區開發合約」，將高鐵站區事業發展用地地上權返還價值折抵回饋金案，以及撤回向仲裁協會提付仲裁聲請案件案。此國有民營版財改案規畫原始股東減資6成，另增資300億元由政府買單，特許期延長35年，而高鐵票價降回原價，高鐵擔憂若財改未過關，未來3-5年內將爆發資金缺口。對於小股東批評減資是沒有良心，高鐵說明，財改案通過後將可健全經營，還可走向上市，未來6萬多名小股東除了有機會領到股息，藉由買賣股票，還是有機會回本。另一方面，高鐵承諾，若財改案過關，最快12月或明年1月就會降價，以台北到高雄單程票為例，將由1630元降為1490元。,"[['小股東求生', '砲轟', '領股利減資'], ['10日', '召開', '高鐵'], ['臨時股東會', '表決', '財改案'], ['議案', '提出', '改討論事項'], ['股東出席率', '達', '80%'], ['高鐵', '可調降', '票價'], ['報告事項', '有', '2'], ['減資', '彌補', '減資'], ['高鐵票價', '降回', '原價'], ['高鐵', '說明', '健全經營'], ['有機會', '回', '本'], ['高鐵', '承諾', '降價'], ['臺北', '到', '高雄']]"
0,20150910_851,晶心科8月營收0.17億元年增5.21% 1— 8月達1.51億元晶心科()2015年 8月營收資料(單位:千元),[]
0,20150910_852,新盛力8月營收1.54億元年增23.39% 1— 8月達11.04億元新盛力()2015年 8月營收資料(單位:千元),[]
0,20150910_853,F-勝悅8月營收揚帆 股價收復60元 衝上月線高分子新材料研發及應用的F-勝悅()在8月在外銷比重提高，單月營收揚帆，帶動今(10)日股價激昂大漲5%，重新站上60元以上，一舉衝上月線。F-勝悅8月營收2.8億元，月增7.7%，年增2.4%，累計前8月營收19.7億元，較去年同期增長5.4%。F-勝悅表示，公司積極進行客戶結構調整，積極提高外銷比重，ADIDAS、REEBOK、MERRELL等外貿訂單穩步增長，外貿訂單比重持續保持50%以上，使得8月業績較上月及去年同期皆有所增長。F-勝悅進一步表示，在全球戶外運動風氣興起，全球知名運動鞋品牌包括ADIDAS、REEBOK、MERRELL等銷售表現良好，中國主要運動品牌安踏及喬丹銷售也大幅回升，累計前8月營收較去年同期成長5.4％，呈現穩步成長格局。針對第四季狀況，F-勝悅預計今年外貿訂單將穩步成長推升下，外銷營收占比仍可繼續保持在50％以上的高檔水準，目前與全球運動鞋大廠ADIDAS合作開發的一次射出雙色雙密拖鞋已經完成產品測試，全套碼段的模具已於上個月底抵達工廠，目前正在進行小批量打樣試模，預計本月底量產，新添營運動能。,"[['F勝悅', '營收', '2.8億元'], ['年', '增', '2.4%'], ['-勝悅', '表示', '公司進行客戶結構調整'], ['公司', '進行', '客戶結構調整'], ['-勝悅', '表示', '運動鞋品牌包括良好'], ['運動鞋品牌', '包括', '良好'], ['-勝悅', '預計', '外貿訂單成長推升下'], ['外銷營收佔比', '保持', '高檔水準']]"
0,20150910_854,美時8月營收年增93% 美國避孕新藥9月出貨特殊學名藥廠美時()公布8月合併營收為4.37億元，由於7月認列部分產品的階段性收入，使得基期相對較高，單月營收較7月下滑17.6%，不過與去年同期相比，則是大幅成長成長約93.4%；累計美時今年前8月合併營收為35.86億元，年增率140.8%。美時表示，8月營收如果單看台灣母公司部份，由於去年所取得美國ANDA藥證之非類固醇抗炎藥物Mefenamic Acid 250mg Capsule(MFC)已經在8月再度出貨到美國，因此母公司營收仍是較7月成長逾40%。不過，韓國子公司則受到7月營收基期較高、元圜走貶，以及韓國當地藥局通路仍在去化MERS疫情所造成之庫存影響，導致8月合併營收反較7月下滑。展望後市，美時表示，除了現有的MFC將持續貢獻營收外，今年6月初取得美國ANDA藥證之避孕用藥Levonorgestrel也開始接獲訂單，正積極準備出貨，預料9月將有營收貢獻。另外在韓國子公司部分，包括高血壓用藥Maxsartan預計9月在取得健保藥價後即可上市，此外，公司也與國際性大藥廠洽談中樞神經產品的經銷權，也在韓國註冊可上市銷售，初估第4季可望貢獻業績。,"[['合併營收', '爲', '4.37億元'], ['合併營收', '爲', '35.86億元'], ['美時', '表示', '母公司營收成長'], ['韓國子公司', '受到', '較高造成庫存影響導致合併營收下滑'], ['較高造成庫存影響', '導致', '合併營收下滑'], ['Levonorgestrel', '開始', '接'], ['，', '包括', '高血壓用藥'], ['包括高血壓用藥Maxsartan', '預計', '上市'], ['公司', '洽談', '中樞神經產品經銷權']]"
0,20150910_855,《大行報告》美銀美林維持粵海投資(00270.HK)「買入」評級 目標價上調至14元美銀美林發表報告指，粵海投資(00270.HK)有強勁的自由現金流，以及較同業好的資產負產表，其借貸利成本低於2.5%，相信公司透過併購將進一步提升每股盈利，預期公司將會用較低債務成本去替換現有目標公司債務，以提升股東價值。鑑於粵海投資較保守的收費公路車流量指導，該行分別下調2016及2017財年盈利預測4.1%及3.4%，同時維持「買入」評級，目標價由13元上調至14元，主要由於較預期長的供水項目專營期及較低的負債。(jw/a)~阿思達克財經新聞網址: www.aastocks.com,"[['美銀美林', '維持', '粵海投資'], ['美銀美林', '維持', '粵海投資'], ['00270.HK', '買入', '評級'], ['美銀美林維持粵海投資發表報告', '指', '粵海投資00270.HK有自由現金流'], ['粵海投資00270.HK', '有', '自由現金流'], ['借貸利成本', '低於', '2.5%'], ['公司', '透過', '併購'], ['公司', '替換', '目標公司債務'], ['公司', '替換以', '提升股東價值'], ['該行', '下調', '4.1%預測']]"
0,20150910_856,《股市》11:00台期指09 報8247.00點，跌-87.00點或-1.04%《股市》11:00台期指09 報8247.00點，跌-87.00點或-1.04%。免責聲明：本文所載資料僅供參考，並不構成投資建議，鉅亨網對該資料或使用該資料所導致的結果概不承擔任何責任。該資訊若與事實不符，應以商品原交易所之公佈為主。,"[['09', '報', '8247.00點'], ['09', '報', '8247.00點'], ['導致結果', '承擔', '任何責任']]"
0,20150910_857,《股市》11:00台股加權 報8251.60點，跌-35.32點或-0.43%《股市》11:00台股加權 報8251.60點，跌-35.32點或-0.43%。免責聲明：本文所載資料僅供參考，並不構成投資建議，鉅亨網對該資料或使用該資料所導致的結果概不承擔任何責任。該資訊若與事實不符，應以商品原交易所之公佈為主。,"[['導致結果', '承擔', '任何責任']]"
0,20150910_858,《股市》11:00台股店頭 報114.14點，漲0.96點或0.85%《股市》11:00台股店頭 報114.14點，漲0.96點或0.85%。免責聲明：本文所載資料僅供參考，並不構成投資建議，鉅亨網對該資料或使用該資料所導致的結果概不承擔任何責任。該資訊若與事實不符，應以商品原交易所之公佈為主。,"[['00臺股店頭', '報', '114.14點'], ['00臺股店頭', '報', '114.14點'], ['導致結果', '承擔', '任何責任']]"
