公司代碼,簡稱,年月日,融資餘額(張),融資餘額(千元),融資買進(張),融資買進(千元),融資賣出(張),融資賣出(千元),融資現金償還(張),融資現金償還(千元),融資增減(張),融資增減(千元),融資增減比率,融資使用率,融資限額,融券餘額(張),融券餘額(千元),融券買進(張),融券買進(千元),融券賣出(張),融券賣出(千元),融券現券償還(張),融券現券償還(千元),融券增減(張),融券增減(千元),融券增減比率,融券使用率,融券限額,是否可信用交易(Y),券資比,資券互抵,當日收盤,融資(買+賣)/成交量 %,融券(買+賣)/成交量 %,借券賣出餘額(張),借券賣出餘額(千元),借券賣出(張),借券賣出(千元),借券賣出庫存異動(張),借券賣出庫存異動(千元),借券賣出可使用額度,借券賣出限額,借券賣出(千元)_交易所,融券賣出(千元)_交易所,均價,每股融資成本,每股融券成本,融資維持率,融券維持率,整戶維持率
Y9999  ,加權指數     ,2021/07/15,     9702725,   296479307.00,      501363,    23134874.00,      423325,    17667931.00,        4975,      228474.00,       72687,     5230847.00,        0.75,      ,             ,      398596,    29829150.80,       26900,     1836204.13,       51226,     4771872.69,        9781,      487787.17,       14566,     2450945.14,        3.79,      ,             , ,   4.11,       22877,  18034.1900,     5.08,     0.43,      9641766,   497990391.09,       107728,     6075155.44,      -156029,    -9529569.84,      2383522,     73482141,     6278258.81,     4847048.50,            ,            ,            ,         180.71,         190.87,         181.68
Y9999  ,加權指數     ,2021/07/16,     9720064,   295688796.00,      507297,    21789536.00,      484743,    22393332.00,        5193,      186731.00,       17339,     -790511.00,        0.18,      ,             ,      410075,    32649869.37,       32207,     2604462.41,       51867,     4585517.95,        8181,      424488.11,       11479,     1556567.52,        2.88,      ,             , ,   4.22,       23055,  17895.2500,     4.82,     0.41,      9702138,   505993833.19,       115926,     8129252.14,       -55552,    -3693166.55,      2364244,     73488941,     8203721.24,     4619737.95,            ,            ,            ,         181.86,         188.25,         182.51
Y9999  ,加權指數     ,2021/07/19,     9808531,   299927335.00,      532278,    21651203.00,      442051,    17333364.00,        1719,       79080.00,       88467,     4238539.00,        0.91,      ,             ,      416575,    33298347.11,       26562,     2379613.48,       36866,     2967321.67,        3804,      190414.86,        6500,      397293.30,        1.59,      ,             , ,   4.25,       38613,  17789.2500,     5.18,     0.34,      9770513,   509522526.58,       138818,     8014306.22,       -70441,    -3756594.93,      2335642,     73503240,     8087186.53,     3006620.18,            ,            ,            ,         181.91,         188.02,         182.53
Y9999  ,加權指數     ,2021/07/20,     9684158,   295615548.00,      488120,    18965797.00,      605791,    23100836.00,        6702,      176748.00,     -124373,    -4311787.00,       -1.27,      ,             ,      386863,    26564210.13,       55252,     6094620.03,       40509,     2818809.00,       14969,     1917437.68,      -29712,    -5193248.76,       -7.13,      ,             , ,   3.99,       22912,  17528.7400,     5.68,     0.50,      9844226,   502791519.76,       157146,     7230909.95,       -83433,    -5391009.89,      2311040,     73520822,     7366414.92,     2862485.57,            ,            ,            ,         176.03,         197.28,         177.82
Y9999  ,加權指數     ,2021/07/21,     9557476,   293773076.00,      568345,    25783726.00,      685710,    27330747.00,        9311,      294935.00,     -126682,    -1842472.00,       -1.31,      ,             ,      380786,    25495591.15,       53169,     4233572.61,       51556,     4145928.49,        4458,      243410.83,       -6077,     -331827.93,       -1.57,      ,             , ,   3.98,       17029,  17458.7900,     5.78,     0.48,      9949841,   500850372.87,       223710,    10974968.55,      -118095,    -7467593.26,      2331734,     73516122,    11012410.34,     4165897.88,            ,            ,            ,         172.43,         202.91,         174.89
Y9999  ,加權指數     ,2021/07/22,     9558795,   294542383.00,      525020,    25244754.00,      516282,    24156565.00,        3609,      239978.00,        1319,      769307.00,        0.01,      ,             ,      367831,    23826159.52,       46608,     3659409.28,       40643,     3407439.63,        6885,      534903.71,      -12955,     -808896.67,       -3.40,      ,             , ,   3.85,       16062,  17572.3300,     5.12,     0.43,      9948762,   499839100.80,       115440,     7031181.32,      -116519,    -8293728.09,      2335166,     73523522,     7063867.03,     3423737.27,            ,            ,            ,         173.60,         199.56,         175.63
Y9999  ,加權指數     ,2021/07/23,     9576333,   296455609.00,      538722,    24952413.00,      514571,    22805867.00,        6615,      233488.00,       17538,     1913226.00,        0.18,      ,             ,      361329,    23671748.34,       45618,     3438399.79,       44253,     3171116.98,        5137,      287188.27,       -6502,     -554470.99,       -1.77,      ,             , ,   3.77,       18226,  17572.9200,     5.24,     0.45,      9924595,   500626612.87,        98894,     5720393.28,      -123060,    -7489065.82,      2331507,     73502754,     5804029.51,     3184268.44,            ,            ,            ,         175.07,         197.58,         176.80
Y9999  ,加權指數     ,2021/07/26,     9598995,   298020214.00,      527578,    21721306.00,      500008,    19852924.00,        4902,      303777.00,       22662,     1564605.00,        0.24,      ,             ,      355558,    23378178.82,       35878,     2879284.55,       32559,     2891352.90,        2452,      208523.65,       -5771,     -196455.32,       -1.60,      ,             , ,   3.70,       10788,  17403.5600,     5.51,     0.37,      9907630,   501311352.73,       109650,     6239164.34,      -126617,    -6745576.37,      2329254,     73500543,     6303425.38,     2916038.21,            ,            ,            ,         173.84,         199.48,         175.75
Y9999  ,加權指數     ,2021/07/27,     9578731,   296584578.00,      499190,    23127036.00,      509266,    23815146.00,       10240,      761397.00,      -20264,    -1435636.00,       -0.21,      ,             ,      341709,    21504501.18,       52496,     4382680.12,       41753,     3629810.22,        3106,      262691.53,      -13849,    -1015561.49,       -3.90,      ,             , ,   3.57,       15659,  17269.8700,     5.43,     0.51,      9931157,   497512202.47,       119753,     6998322.41,       -96226,    -5965862.86,      2325121,     73503834,     7110444.39,     3645591.46,            ,            ,            ,         169.63,         204.86,         172.07
Y9999  ,加權指數     ,2021/07/28,     9408531,   289517857.00,      438755,    19911519.00,      600041,    26545725.00,        8914,      432411.00,     -170200,    -7066721.00,       -1.78,      ,             ,      327600,    19782599.47,       50467,     4232052.55,       41549,     3758550.91,        5191,      316790.62,      -14109,     -790292.22,       -4.13,      ,             , ,   3.48,       20091,  17135.2200,     4.97,     0.44,      9932298,   484967136.55,       135907,     8764747.44,      -134766,    -8862327.45,      2317002,     73487284,     9028087.90,     3794515.08,            ,            ,            ,         167.27,         205.06,         169.81
Y9999  ,加權指數     ,2021/07/29,     9470352,   291602781.00,      484145,    20588489.00,      414227,    18196276.00,        8096,      307289.00,       61821,     2084924.00,        0.66,      ,             ,      394105,    22595979.26,       31044,     3341510.15,      100175,     5497185.21,        2626,      133963.30,       66505,     2021711.84,       20.30,      ,             , ,   4.16,       14270,  17402.8100,     5.21,     0.76,      9962867,   494051945.39,       130280,     6968769.53,       -99710,    -6501446.58,      2309325,     73502532,     7095992.95,     5525955.71,            ,            ,            ,         173.04,         193.48,         174.59
Y9999  ,加權指數     ,2021/07/30,     9489913,   291466562.00,      534840,    22343179.00,      507114,    22173279.00,        8164,      306119.00,       19561,     -136219.00,        0.21,      ,             ,      402334,    23123402.17,       34468,     3044097.10,       45734,     3342997.78,        3037,      122067.41,        8229,      176833.26,        2.09,      ,             , ,   4.24,       19050,  17247.4100,     5.29,     0.41,     10029512,   500873303.79,       144245,     8664709.04,       -77599,    -5422362.39,      2294591,     73515716,     8753575.95,     3332063.66,            ,            ,            ,         169.01,         200.76,         171.35
Y9999  ,加權指數     ,2021/08/02,     9482558,   291966512.00,      396526,    17379345.00,      399269,    16610095.00,        4612,      269297.00,       -7355,      499950.00,       -0.08,      ,             ,      410477,    22897214.26,       32309,     2605433.06,       46047,     3015889.41,        5595,       99196.59,        8143,      311259.78,        2.02,      ,             , ,   4.33,       15285,  17503.2800,     4.72,     0.46,     10062208,   501204431.47,       108367,     5573182.61,       -75671,    -3742327.81,      2268797,     73528816,     5680002.51,     3034198.43,            ,            ,            ,         172.56,         194.57,         174.23
Y9999  ,加權指數     ,2021/08/03,     9538032,   292985833.00,      384893,    15433411.00,      325359,    14272649.00,        4057,      141441.00,       55474,     1019321.00,        0.59,      ,             ,      413804,    23056824.34,       24026,     2159267.33,       28888,     2029771.48,        1535,       95662.91,        3327,     -225158.85,        0.81,      ,             , ,   4.34,       10856,  17553.7600,     4.87,     0.36,     10072159,   506474209.03,       112011,     6010566.33,      -102060,    -5292657.45,      2223810,     73552770,     6150105.60,     2045716.28,            ,            ,            ,         173.10,         194.25,         174.69
Y9999  ,加權指數     ,2021/08/04,     9603773,   293619248.00,      522149,    16937276.00,      451059,    16149674.00,        5348,      154187.00,       65741,      633415.00,        0.69,      ,             ,      438253,    24277570.35,       23896,     1844642.82,       50313,     3114264.40,        1968,      120785.16,       24449,     1148836.46,        5.91,      ,             , ,   4.56,       12558,  17623.8900,     5.61,     0.43,     10115867,   513011271.88,       115372,     6165161.86,       -71664,    -3835220.59,      2200679,     73574214,     6177541.92,     3148778.85,            ,            ,            ,         173.99,         192.88,         175.48
