,Date,DailyReturn,AccReturn
4069,2016-12-19,0.004892653760839983,0.38887183680833926
4070,2016-12-20,-0.019206838642427636,0.38140283818617704
4071,2016-12-21,-0.0035895143557757494,0.38003378722317416
4072,2016-12-22,-0.005534918677703549,0.37793033111611424
4073,2016-12-23,0.0008067455780260578,0.3782352247395441
4074,2016-12-26,0.00620933637569066,0.3805838144790869
4075,2016-12-27,0.007433765793961656,0.38341298542089697
4076,2016-12-28,-0.00763005377293967,0.3804875237248922
4077,2016-12-29,-0.00836310712326356,0.37730546580491564
4078,2016-12-30,0.006762951168754438,0.3798571642458584
4079,2017-01-03,0.0020710779513949855,0.38064387804340744
4080,2017-01-04,-8.605898015685343e-05,0.38061112021946003
4081,2017-01-05,0.0030911120376205716,0.3817876318348226
4082,2017-01-06,-0.004197236683571972,0.38018517878115143
4083,2017-01-09,0.009204053197647107,0.38368442339161013
4084,2017-01-10,-0.007597433654049909,0.3807694064408
4085,2017-01-11,-0.010751888738652272,0.3766754161476658
4086,2017-01-12,0.00029810408053067977,0.37678770462625505
4087,2017-01-13,-0.010735741716029545,0.3727426091476119
4088,2017-01-16,-0.010450210340524173,0.36884737047914357
4089,2017-01-17,0.0013256531297121685,0.36933633415020534
4090,2017-01-18,-0.02278215520766306,0.36092205646176606
4091,2017-01-19,-0.01888397365824102,0.3541064138548639
4092,2017-01-20,0.002926348107957948,0.3551426524890639
4093,2017-01-23,-0.010038841110783922,0.35157743182906387
4094,2017-01-24,-0.007486044986394524,0.34894550735819047
4095,2017-02-02,-0.0337452132809455,0.3371702667889606
4096,2017-02-03,-0.009631784670261307,0.33392271538203483
4097,2017-02-06,-0.003608771792009762,0.33271766450605283
4098,2017-02-07,0.0033795638144591056,0.33384210508544887
4099,2017-02-08,-0.02128647736464952,0.3267357826721805
4100,2017-02-09,-0.01917989265817284,0.320469025432944
4101,2017-02-10,0.01771096857381242,0.3261448422712671
4102,2017-02-13,-0.008220760785189078,0.3234636835416318
4103,2017-02-14,0.013611970735930174,0.32786666173613666
4104,2017-02-15,0.001159491173059803,0.3282468202363603
4105,2017-02-16,-0.00022062552923544226,0.32817440060792585
4106,2017-02-17,-0.002819497860272659,0.32724911358761555
4107,2017-02-18,-0.0068227970370845995,0.3250163593050414
4108,2017-02-20,0.005742156557914206,0.3268826541240542
4109,2017-02-21,0.0016849127752840663,0.32743342288400656
4110,2017-02-22,-0.015529049680240336,0.3223486929930697
4111,2017-02-23,-0.0012452995509748292,0.3219472723104281
4112,2017-02-24,-0.0029689830739594177,0.320991416308231
4113,2017-03-01,-0.007206713304299236,0.3186781231977566
4114,2017-03-02,-0.002067763419931041,0.31801917223187604
